text,category,subcategory,language,is_sarcastic
Dust levels are rising significantly in Preet Vihar because streets aren't swept regularly. Please act.,sanitation_and_waste,manual_sweeping_not_done,English,No
Palam park me open gym machines rust ho chuki hain.,green_and_urban_ecology,park_maintenance_issues,Hinglish,No
MCD's 'Zero Waste' pilot project in GK-1 has resulted in 100% more waste on the streets. Spectacular failure!,governance,inquiry_into_failed_projects,English,Yes
Reporting unauthorized dumping of debris in the open plots of Bawana Industrial Area. Very high dust levels.,sanitation_and_waste,candd_waste_dumping,English,No
Vasant Kunj Sector B mein street road cracked hai.,infrastructure_failures,road_surface_issues,Hinglish,No
Lajpat Nagar me contractor payment abhi tak clear nahi hui. Contractors pareshan.,governance,contractor_payment_delays,Hinglish,No
Wow! MCD has created an open-air swimming pool of urine in Saket. What a visionary move for Delhi! #Sarcasm,public_health_risks,public_urination_hotspots,English,Yes
मालवीय नगर ke municipal school mein furniture aur toilets bahut kharab hain.,education_and_civic_institutions,poor_maintenance_of_municipal_schools,Hindi,No
"Dwarka Sector 12 ki road ko UNESCO heritage site bana do, itni purani lag rahi hai.",infrastructure_failures,potholes,Hinglish,Yes
"Bhai, Sultanpuri mein toh electric poles ko circus ke artists ki tarah bend kar diya hai MCD ne. Wah!",electrical_infrastructure,electric_pole_leaning_damaged,Hinglish,Yes
Rajouri Garden park me stray dogs ka issue hai.,green_and_urban_ecology,park_maintenance_issues,Hinglish,No
Massive tree trunk blocking the back exit of CR Park. It’s been there since the last storm. Please fix.,green_and_urban_ecology,fallen_trees_blocking_roads,English,No
Moti Nagar mein health inspector ne choti si dukan seal kar di kyunki owner ne uski 'shart' nahi maani. Harassment!,governance,abuse_of_official_power,Hinglish,No
पीतमपुरा में फुटपाथों को पेशाब घर बना दिया गया है। क्या निगम यहाँ 'दीवार बचाओ' अभियान चलाएगा? @DelhiCM,public_health_risks,public_urination_hotspots,Hindi,Yes
"Deviation from approved layout at Plot 56, Rohini Sector 3. The building line is extending into the public utility area.",illegal_construction_and_encroachment,layout_irregularities,English,No
"@MCD_Delhi, congrats! Lajpat Nagar ka residential area ab shopping mall ban gaya. #ZoningGoals",illegal_construction_and_encroachment,zoning_violations,English,Yes
चाँदनी चौक में फुटपाथ पर बिना अनुमति के विक्रेता बैठ गए हैं। @MCD_Delhi कृपया कार्रवाई करें।,illegal_construction_and_encroachment,illegal_street_vendors,Hindi,No
तिलक नगर में दुकान की सीलिंग खोलने के लिए एक लाख रुपये की घूस मांगी जा रही है। भ्रष्टाचार चरम पर है। @DelhiCM,governance,bribery_allegations,Hindi,No
Rohini Sector 12 ki main road par girti hui tree ki wajah se traffic puri tarah se block ho गया hai. @MCD_Delhi please action lein.,municipal_traffic_obstruction,fallen_tree_blocking_road,Hinglish,No
Saplings planted in Mukherjee Nagar are blocking the footpath. No planning involved in the plantation drive.,green_and_urban_ecology,sapling_plantation_complaints,English,No
Severe water logging and stagnation reported near New Delhi Railway Station (Ajmeri Gate). Poor image for tourists.,infrastructure_failures,water_stagnation_on_streets,English,No
Preet Vihar me electric wires ke saath ped gir gaya hai road par.,green_and_urban_ecology,fallen_trees_blocking_roads,Hinglish,No
Paschim Vihar park me bench ke bolts bahar nikle hue hain.,green_and_urban_ecology,broken_park_benches_swings,Hinglish,No
"@MCD_Delhi, amazing! Rohini Sector 7 ka residential plot ab Master Plan violation ke liye famous ho गया. #UrbanChaos",illegal_construction_and_encroachment,master_plan_violations,English,Yes
"Thanks #DelhiCM, Lajpat Nagar ke funds ab officially certified in ignoring proper usage. Truly innovative!",governance,fund_misuse_allegations,English,Yes
साकेत की गलियों में गोबर के ढेर ऐसे सजे हैं जैसे दिवाली की रंगोली हो। एमसीडी का सौंदर्य बोध लाजवाब है!,sanitation_and_waste,animal_waste_on_roads,Hindi,Yes
Thanks MCD! The 'Pepsi' in my tap at Hari Nagar is great. Only problem is it's actually drain water.,public_health_risks,water_contamination_municipal,English,Yes
Mayur Vihar ki main road par khula manhole ne traffic aur pedestrian path block कर दिया है.,municipal_traffic_obstruction,open_manhole_on_main_road,Hinglish,No
वाह @MCD_Delhi! ओखला में फुटपाथ तो अब रेहड़ी वालों का ड्राइंग रूम बन गया है। हम सड़क पर ही ठीक हैं।,illegal_construction_and_encroachment,hawker_encroachment,Hindi,Yes
Karol Bagh me dead animal road par hai. Carcass removal required urgently.,animal_related_issues,dead_animal_removal,Hinglish,No
Rohini me municipal office court order ignore kar raha hai. Citizens complain.,governance,court_order_non_compliance,Hinglish,No
जनकपुरी में आवारा सूअरों को हटाने की मांग की जा रही है।,animal_related_issues,stray_pig_nuisance,Hindi,No
"मुखर्जी नगर में छात्रों की भीड़ रहती है, वहां टूटा हुआ डिवाइडर हादसों को न्योता दे रहा है।",infrastructure_failures,divider_damage,Hindi,No
"MCD walon, kam se kam residential areas mein toh illegal nursing homes band karwao! #DelhiHealth",public_health_risks,illegal_nursing_homes,Hinglish,No
पटेल नगर मेट्रो पिलर 200 के पास वाला ढलाव कूड़े से लबालब भरा है। कृपया इसे जल्द हटवाएं।,sanitation_and_waste,overflowing_dhalaos_dustbins,Hindi,No
साकेत में मुख्य मार्ग पर बजरी का ढेर लगा है। कल रात एक स्कूटी वाला फिसल कर गिर गया। जिम्मेदार कौन?,illegal_construction_and_encroachment,building_material_dumping_on_public_land,Hindi,No
Model Town 2 ki main market mein dustbins overflow ho rahe hain. Shopkeepers are complaining.,sanitation_and_waste,overflowing_dhalaos_dustbins,Hinglish,No
Rohini Sector 7 me ek ghode ko overload cart kheenchne par majboor kiya ja raha hai.,animal_related_issues,animal_cruelty_complaints,Hinglish,No
"नवीन शाहदरा ke school mein bijli aur paani ka issue hai, students ko dikkat ho rahi hai.",education_and_civic_institutions,water_electricity_issues_in_schools,Hindi,No
Thank you for the fireworks preview in Vikaspuri streets.,green_and_urban_ecology,overgrown_branches_touching_wires,English,Yes
Rohini Sector 7 mein High Court ka stay order hone ke baad bhi builder ne construction jaari rakhi hai. MCD chup kyun hai?,governance,court_order_non_compliance,Hinglish,No
Thanks for turning Karol Bagh into a plastic museum!,sanitation_and_waste,plastic_waste_accumulation,English,Yes
Massive backlog of litigation follow-ups in CR Park. Residents are forced to visit the Zonal HQ every week. @MCD_Delhi,governance,litigation_follow_ups,English,No
Karol Bagh mein har 5 meter pe surprise gift milta hai — ek naya pothole!,infrastructure_failures,potholes,English,Yes
Illegal commercial activity reported in Vasant Kunj Sector B. Residential villa being used as a boutique hotel.,illegal_construction_and_encroachment,land_misuse_residential_to_commercial,English,No
Serious footpath damage near Connaught Place Block C.,infrastructure_failures,broken_footpaths,English,No
Rohini ke municipal office me departmental negligence ke wajah se file abhi tak process nahi hui. Citizens upset.,governance,departmental_negligence,Hinglish,No
मालवीय नगर में आवारा कुत्तों के झुंड से लोग डरे हुए हैं।,animal_related_issues,stray_dog_menace_bite_cases,Hindi,No
"If there was a world record for the 'Longest Pumping Station Failure', @MCD_Delhi would win for Tagore Garden!",electrical_infrastructure,pumping_station_failure,English,Yes
Significant delay in implementing the new building bylaws regarding earthquake safety in Kirti Nagar. Very risky.,governance,policy_implementation_delays,English,No
क्या @MCD_Delhi को बुराड़ी में सड़कों पर चल रही अवैध पार्किंग नहीं दिखती? या सिर्फ फाइलें दबाना आता है?,illegal_construction_and_encroachment,illegal_parking_lots_on_municipal_land,Hindi,Yes
Congrats to the engineers! The road in Hauz Khas is now a floating island because the shoulders are gone.,infrastructure_failures,road_shoulder_erosion,English,Yes
Pitampura Block C ke main road par shops ne lane narrow कर दिया है.,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
पीतमपुरा में डिवाइडर टूटने की वजह से लोग गलत साइड से गाड़ियां चला रहे हैं। पुलिस और MCD कहां हैं?,infrastructure_failures,divider_damage,Hindi,No
Great initiative! Jahangirpuri me coolers ko water storage bana diya.,public_health_risks,stagnant_water_in_coolers_tyres,English,Yes
"Dear @MCD_Delhi, the mosquitoes in Mayur Vihar are so big they might start asking for Aadhaar cards soon. Great job!",public_health_risks,mosquito_breeding,English,Yes
Mayur Vihar me fogging properly nahi ho rahi hai.,public_health_risks,dengue_malaria_risk,Hinglish,No
Vasant Kunj ke municipal generator kaam nahi kar raha. Local residents pareshan.,electrical_infrastructure,municipal_generator_failure,Hinglish,No
MCD has successfully implemented 'invisible lighting' in Mayur Vihar. You can't see the light because the bulbs are stolen!,electrical_infrastructure,decorative_light_theft_damage,English,Yes
"दिल्ली नगर निगम का शुक्रिया, करोल बाग में मुफ्त का झूला झूलने जैसा अनुभव मिल रहा है गड्ढों की वजह से।",infrastructure_failures,potholes,Hindi,Yes
मॉडल टाउन ऑफिस में क्लर्क ने महिला के साथ अभद्र व्यवहार किया। क्या निगम में कोई इंटरनल शिकायत सेल है?,governance,staff_misconduct,Hindi,No
Shahdara main flyover ke niche plastic ka kachra jama ho gaya hai. It’s a breeding ground for pests.,sanitation_and_waste,plastic_waste_accumulation,Hinglish,No
"पीतमपुरा वार्ड में मृत कुत्ते को हटाने के लिए 3 बार कॉल किया, पर कोई नहीं आया। क्या निगम की गाड़ी खराब है?",animal_related_issues,dead_animal_removal,Hindi,No
पटेल नगर में सड़क किनारे खाने की दुकान बहुत गंदी है।,public_health_risks,unhygienic_food_stalls,Hindi,No
"दिल्ली नगर निगम का धन्यवाद, लाजपत नगर में मौत का कुआँ खोल दिया।",infrastructure_failures,open_manholes,Hindi,Yes
दिल्ली Haat ke school mein khana hygiene aur taste ke hisaab se zero hai.,education_and_civic_institutions,mid_day_meal_quality_issues,Hindi,No
MCD has finally built a 'Bird Sanctuary' in Mayur Vihar—just that it's full of stray dogs and pigs instead of birds.,green_and_urban_ecology,park_maintenance_issues,English,Yes
"Thanks @MCD_Delhi for the 'Culture Fest' in Dwarka. It’s just a noisy illegal mela, but very 'cultural'!",green_and_urban_ecology,unauthorized_park_usage_events,English,Yes
पालम रेलवे क्रॉसिंग के पास मलबे का ढेर लगा है। रात के अंधेरे में ये जानलेवा साबित हो सकता है। @MCD_Delhi,illegal_construction_and_encroachment,building_material_dumping_on_public_land,Hindi,No
नवीन किशनगंज ki main roads par khula manhole ho रहा है।,municipal_traffic_obstruction,open_manhole_on_main_road,Hindi,No
Mayur Vihar ke residential plots mein unauthorized colony development ne traffic aur pedestrian path block kar diye hain.,illegal_construction_and_encroachment,unauthorized_colony_development,Hinglish,No
"MCD ke log sirf tax lene aate hain, fogging karne nahi. Machar hi machar hain Patel Nagar mein.",public_health_risks,lack_of_fogging_spraying,Hinglish,No
Wow Delhi! Garbage burning ko new festival bana diya kya?,sanitation_and_waste,burning_of_garbage,English,Yes
Kalkaji road condition: underground mystery edition.,infrastructure_failures,open_manholes,English,Yes
"MCD ki kripa se humare yahan ke footpaths ab 'Exhibition Centers' ban gaye hain. Chalna mana hai, sirf saman dekho!",municipal_traffic_obstruction,hawker_encroachment_on_footpaths,Hinglish,Yes
Palam area me supply water ka taste unusual hai.,public_health_risks,water_contamination_municipal,Hinglish,No
Janakpuri Block C mein ek ghar ko bank mein badal diya gaya hai bina kisi permission ke. Commercial activity is peak here.,illegal_construction_and_encroachment,zoning_violations,Hinglish,No
Rajouri Garden main road surface cracking rapidly.,infrastructure_failures,road_surface_issues,English,No
नजफगढ़ ke residential areas mein layout irregularities ho रही हैं। कृपया तुरंत कार्रवाई करें।,illegal_construction_and_encroachment,layout_irregularities,Hindi,No
Wow! Nangloi me green belt ko brown carpet me convert kar diya.,green_and_urban_ecology,green_belt_neglect,English,Yes
पीतमपुरा में निर्माण सामग्री की वजह से भारी जाम लगा रहता है। निगम इस पर कोई कार्रवाई क्यों नहीं करता?,illegal_construction_and_encroachment,road_encroachment_due_to_construction_material,Hindi,No
"Lajpat Nagar 2 ki green belt mein ghas nahi, poore ped uugg gaye hain. Koi dekhne wala nahi hai.",green_and_urban_ecology,overgrown_grass,Hinglish,No
Rohini me contractor payment abhi tak pending hai. Citizens upset.,governance,contractor_payment_delays,Hinglish,No
Great job @MCD_Delhi! The gym equipment in Vasant Kunj park is so rusted it gives you a free Tetanus shot with every workout.,green_and_urban_ecology,park_maintenance_issues,English,Yes
सिरी फोर्ट स्कूल के क्लासरूम में दरवाजे तक नहीं हैं। आवारा जानवर क्लास के अंदर घुस जाते हैं।,education_and_civic_institutions,broken_furniture_infrastructure,Hindi,No
Dwarka Sector 10 mein building owner ne illegal chajja nikaal rakha hai. Fire brigade ki gaadi nikalna mushkil hai.,illegal_construction_and_encroachment,balcony_projections_over_road,Hinglish,No
Five students fell ill after consuming the mid-day meal in Lajpat Nagar MCD school. Food was stale. @DelhiCM,education_and_civic_institutions,mid_day_meal_quality_issues,English,No
बहादुरगढ़ रोड मार्केट में फुटपाथ पर कूड़ा पड़ा है जिससे पैदल चलने का रास्ता बंद हो गया है। @MCD_Delhi,sanitation_and_waste,market_waste_mismanagement,Hindi,No
Serious violation in Uttam Nagar. A shopkeeper has extended his shop's boundary wall onto the main road pavement.,illegal_construction_and_encroachment,boundary_disputes,English,No
Alaknanda Narmada apartments ke peeche plastic waste accumulation ho gayi hai. Residents are very worried.,sanitation_and_waste,plastic_waste_accumulation,Hinglish,No
Gautam Nagar ki galiyon mein bandar itne hain ki chhat pe kapde sukhana sapna ho gaya hai. @MCD_Delhi help!,animal_related_issues,monkey_menace,Hinglish,No
"@MCD_Delhi, every corner of Lajpat Nagar ke plots ab unauthorized commercial zone bina permit ke ban रहे हैं. Well done!",illegal_construction_and_encroachment,change_of_land_use_without_permit,English,Yes
The dustbin in Tilak Nagar central market is spilling over. It is attracting a lot of flies and pests.,sanitation_and_waste,overflowing_dhalaos_dustbins,English,No
Significant delay in payment for library furniture in Kirti Nagar. The shopkeeper is asking us to return the chairs.,governance,contractor_payment_delays,English,No
Thanks for the free roller-coaster ride in Saket. The gravel on the road is amazing for back pain!,illegal_construction_and_encroachment,road_encroachment_due_to_construction_material,Hinglish,Yes
Structural hazard: The metal frame of the barricade near Civil Lines is protruding into the cycle track.,infrastructure_failures,barricade_damage,English,No
Great job! Pitampura me invisible saplings ka record ban gaya.,green_and_urban_ecology,sapling_plantation_complaints,English,Yes
Karol Bagh me ward meetings postpone hone ki wajah se residents complain.,governance,ward_meeting_delays,Hinglish,No
Paschim Vihar mein park development ka budget 4 baar audit mein phas chuka hai. Contractor kaam chor ke bhag gaya.,governance,budget_allocation_complaints,Hinglish,No
Is @MCD_Delhi celebrating Earth Hour every night in Paschim Vihar? Because the lights never turn on!,electrical_infrastructure,streetlight_not_working,English,Yes
चाँदनी चौक में कियोस्क नियमों का उल्लंघन कर रहे हैं। अधिकारियों की जांच जरूरी।,illegal_construction_and_encroachment,unauthorized_kiosks,Hindi,No
रोहिणी सेक्टर 24 की मुख्य सड़क जलमग्न है। कृपया पंप लगाकर पानी निकलवाएं @MCD_Delhi।,infrastructure_failures,waterlogging_flooding,Hindi,No
उत्तम नगर में अवैध रूप से चल रहे नर्सिंग होम को तुरंत सील करें। मासूम जानों के साथ खिलवाड़ हो रहा है।,public_health_risks,illegal_nursing_homes,Hindi,No
Main road outside Pacific Mall Tagore Garden has 3-foot deep potholes. Please fix @DelhiCMO.,infrastructure_failures,potholes,English,No
जनकपुरी डिस्ट्रिक्ट सेंटर में मरा हुआ जानवर पड़ा है।,animal_related_issues,dead_animal_removal,Hindi,No
Rohini ke municipal office me court order follow nahi ho raha. Citizens complain.,governance,court_order_non_compliance,Hinglish,No
जंगपुरा में पानी के साथ रेत और मिट्टी आ रही है। मोटर खराब हो रही है और बच्चे बीमार।,public_health_risks,water_contamination_municipal,Hindi,No
Karol Bagh me potholes kaafi gehre hain. Cars ko dikkat ho rahi hai.,infrastructure_failures,potholes,Hinglish,No
Safety hazard in Kirti Nagar. Illegal dairy animals are tied to electricity poles. Massive risk during rain.,animal_related_issues,illegal_dairies,English,No
"Dwarka Mor pe road shoulder khisak gaya, vehicles cautious.",infrastructure_failures,road_shoulder_erosion,Hinglish,No
Tilak Nagar me butcher shop gloves aur cap use nahi karta.,public_health_risks,meat_shop_hygiene_violations,Hinglish,No
Karol Bagh ke office me administrative lapses ke wajah se residents pareshan ho rahe hain.,governance,administrative_lapses,Hinglish,No
Seelampur me unauthorized meat market residential area ke beech chal raha hai.,animal_related_issues,unauthorized_meat_markets,Hinglish,No
Adarsh Nagar park me kids swing ka handle toot gaya hai.,green_and_urban_ecology,broken_park_benches_swings,Hinglish,No
तिलक नगर में जर्जर इमारत के नीचे अवैध दुकानें चल रही हैं। क्या निगम प्रशासन रिश्वत के चक्कर में चुप है? @DelhiCM,illegal_construction_and_encroachment,dangerous_dilapidated_buildings,Hindi,No
Yamuna Vihar me stray dogs ke jhund se log pareshan hain.,animal_related_issues,stray_dog_menace_bite_cases,Hinglish,No
"Fantastic! @MCD_Delhi, Sarita Vihar ka government plot ab private parking aur shops ke liye misused ho गया.",illegal_construction_and_encroachment,government_land_encroachment,English,Yes
"Bhai @MCD_Delhi, Janakpuri mein automatic sweeping machine ka budget kahan gaya? Sirf ek din dikhi thi machine.",governance,budget_allocation_complaints,Hinglish,No
"Illegal tree cutting happening right now in Dwarka Sector 10, near the post office. No permit is displayed. @MCD_Delhi",green_and_urban_ecology,tree_cutting_without_permit,English,No
Seelampur main road ki green belt me plastic waste pada hai.,green_and_urban_ecology,green_belt_neglect,Hinglish,No
Sarita Vihar Pocket J corner pe kachre ka dher phailta ja raha hai. This has become a permanent dumping ground.,sanitation_and_waste,black_spots_of_garbage,Hinglish,No
पीतमपुरा में आवारा कुत्तों की संख्या बढ़ती जा रही है। बुज़ुर्गों का पार्क में टहलना दूभर हो गया है।,animal_related_issues,stray_dog_menace_bite_cases,Hindi,No
"Thanks #DelhiCM, Karol Bagh ka office ab officially 'court orders ko ignore karne ka hub'. Amazing!",governance,court_order_non_compliance,English,Yes
Thank you for maintaining perfect mosquito habitat in Badli coolers.,public_health_risks,stagnant_water_in_coolers_tyres,English,Yes
Rohini Sector 11 me plantation drive ke baad plants dry ho gaye.,green_and_urban_ecology,sapling_plantation_complaints,Hinglish,No
शालीमार बाग बी-ब्लॉक में अवैध निर्माण के मलबे से पूरी सड़क जाम है। निगम पार्षद कहाँ सो रहे हैं?,illegal_construction_and_encroachment,illegal_construction_extra_floors_balconies,Hindi,No
Rohini me funds misuse ka case abhi tak unresolved hai. Citizens upset.,governance,fund_misuse_allegations,Hinglish,No
Mukherjee Nagar ki library wali gali mein wires itni neeche hain ki students unhe hath se chhu sakte hain.,electrical_infrastructure,loose_municipal_wires,Hinglish,No
दिल्ली की सड़कों पर गाड़ी चलाना अब एक सपना है। निगम के अधिकारी शायद सिर्फ विज्ञापनों में विकास देखते हैं।,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hindi,No
Moti Nagar main market mein manhole khula hai. Dukaandaar pareshaan hain. @MCD_Delhi team bhejo jaldi.,municipal_traffic_obstruction,open_manhole_on_main_road,Hinglish,No
Special thanks to #DelhiCM for the 'Abstract Sculpture' made of crushed barricades in Malviya Nagar. Stunning work!,infrastructure_failures,barricade_damage,English,Yes
यमुना विहार में आवासीय गलियों में अवैध रूप से शोर मचाने वाली मशीनें लगाई गई हैं। ज़ोनिंग कानूनों का उल्लंघन है।,illegal_construction_and_encroachment,land_misuse_residential_to_commercial,Hindi,No
The Vikaspuri dairy situation is a masterclass in lawlessness. Thanks for the free flies and stench @MCD_Delhi!,animal_related_issues,illegal_dairies,English,Yes
पटेल नगर में पड़ोसी ने साझा दीवार पर अवैध रूप से अपना छज्जा निकाल लिया है। निगम के अधिकारी सुनवाई नहीं कर रहे।,illegal_construction_and_encroachment,boundary_disputes,Hindi,No
Lajpat Nagar me funds ka misuse ho raha hai. Citizens pareshan.,governance,fund_misuse_allegations,Hinglish,No
Govindpuri area me balcony coolers unsafe hain.,public_health_risks,stagnant_water_in_coolers_tyres,Hinglish,No
Eroded road shoulder near Badarpur border is making the highway extremely narrow for commuters.,infrastructure_failures,road_shoulder_erosion,English,No
Massive absenteeism reported in CR Park MCD school. The students of class 3rd haven't had a teacher for a week.,education_and_civic_institutions,teacher_absenteeism,English,No
मयूर विहार फेज 1 में अवैध निर्माण की वजह से पुरानी इमारतों में दरारें आ रही हैं। प्रशासन मौन क्यों है?,illegal_construction_and_encroachment,illegal_construction_extra_floors_balconies,Hindi,No
MCD's gift for the new year: A permanent blockade of cattle in our colony in Dwarka. Thanks guys!,municipal_traffic_obstruction,cattle_blocking_road,English,Yes
Thanks @MCD_Delhi for the 'Biodegradable' roads in Karol Bagh! One rain and the entire tender money washed away.,governance,corruption_in_tenders_contracts,English,Yes
Public urination alert in Green Park. The stench reaches the nearby residential flats. Please clean urgently.,public_health_risks,public_urination_hotspots,English,No
करोल बाग ke residential plots mein unauthorized colony ka construction ho रहा है।,illegal_construction_and_encroachment,unauthorized_colony_development,Hindi,No
Kalkaji public toilet me water logging hai.,public_health_risks,public_toilet_sanitation_choking,Hinglish,No
Azadpur Mandi entry road par uncovered drain without cover.,infrastructure_failures,missing_drainage_covers,English,No
Seemapuri me mosquito control van nahi aayi.,public_health_risks,lack_of_fogging_spraying,Hinglish,No
साउथ एक्सटेंशन में decorative lights टूट चुकी हैं। तुरंत सुधार करें।,electrical_infrastructure,decorative_light_theft_damage,Hindi,No
शालीमार बाग में विकास कार्यों के लिए पार्षद निधि का बंदरबांट हो रहा है। सारा पैसा अपनी चहेती कंपनियों को दिया जा रहा है।,governance,fund_misuse_allegations,Hindi,No
Cattle blocking the service lane in Kirti Nagar industrial area. Heavy trucks are unable to move.,animal_related_issues,cattle_on_road,English,No
The culvert connecting Mayur Vihar Phase 1 to the main road has collapsed partially. Traffic is restricted.,infrastructure_failures,damaged_culverts_bridges,English,No
Dwarka Sector 7 Ramphal Chowk ke paas wala dustbin poora phail gaya hai. Traffic block ho raha hai.,sanitation_and_waste,overflowing_dhalaos_dustbins,Hinglish,No
Malviya Nagar main market mein kachre ki wajah se jam lag raha hai. Trucks are not coming to pick up waste.,sanitation_and_waste,market_waste_mismanagement,Hinglish,No
I love how the hawkers in Saket have established a permanent colony on the sidewalk. Does MCD charge them rent or is it a gift?,illegal_construction_and_encroachment,hawker_encroachment,English,Yes
Preet Vihar ke kuch residential plots mein commercial misuse se safety aur security risk barh gaya hai.,illegal_construction_and_encroachment,land_misuse_residential_to_commercial,Hinglish,No
"Rajouri Garden streetlights off, pedestrians cautious.",electrical_infrastructure,streetlight_not_working,English,Yes
Congrats @MCD_Delhi for turning the Nehru Place flyover into a weekly bazaar. Who needs moving traffic anyway?,illegal_construction_and_encroachment,hawker_encroachment,English,Yes
Mandawali me stray dogs ne ek milkman ko attack kiya.,animal_related_issues,stray_dog_menace_bite_cases,Hinglish,No
Lajpat Nagar me funds misuse hone ki wajah se residents pareshan ho rahe hain.,governance,fund_misuse_allegations,Hinglish,No
The main dhalao in Rohini Sector 15 is overflowing for the last 3 days. Please send a loader immediately.,sanitation_and_waste,overflowing_dhalaos_dustbins,English,No
Karol Bagh me illegal basement digging ke wajah se residents pareshan hain.,illegal_construction_and_encroachment,unauthorized_basement_digging,Hinglish,No
I love how @MCD_Delhi provides free sky-watching from below the bridge through those massive holes in the slab!,infrastructure_failures,damaged_culverts_bridges,English,Yes
"क्या @MCD_Delhi ने करोल बाग में 'पैसे बचाओ, शहर सड़ाओ' योजना शुरू की है? हर विभाग फंड की कमी का रोना रो रहा है।",governance,budget_allocation_complaints,Hindi,Yes
Mayur Vihar Phase 3 me traffic blinkers pura fail ho gaya. Road accidents ka risk high.,electrical_infrastructure,traffic_blinkers_municipal,Hinglish,No
Requesting @MCD_Delhi for a massive sanitation drive in Mangolpuri Block R. Sweeping is neglected here.,sanitation_and_waste,manual_sweeping_not_done,English,No
"Thanks #DelhiCM, Lajpat Nagar ka office ab officially 'masters in administrative lapses'. Truly innovative!",governance,administrative_lapses,English,Yes
Preet Vihar me regular mosquito spraying nahi ho rahi.,public_health_risks,lack_of_fogging_spraying,Hinglish,No
Adarsh Nagar me sukha ped ka trunk crack ho gaya hai.,green_and_urban_ecology,dead_trees_risk,Hinglish,No
Voltage fluctuation led to the burnout of the control panel at the Tagore Garden pumping station.,electrical_infrastructure,pumping_station_failure,English,No
Sarita Vihar Pocket L road is full of stray dogs. Commuters on two-wheelers are at high risk. @MCD_Delhi,animal_related_issues,stray_dog_menace_bite_cases,English,No
Subhash Nagar me chicken stall ke paas drainage open hai.,public_health_risks,meat_shop_hygiene_violations,Hinglish,No
Kudos to @MCD_Delhi! The 20-lakh fountain in Dwarka is just a leaking pipe. What a great way to spend our tax.,governance,corruption_in_tenders_contracts,English,Yes
"पीतमपुरा में कागजों पर तो 500 पेड़ लग गए, पर ज़मीन पर 5 भी ज़िंदा नहीं हैं। ये कैसा घोटाला है? @DelhiCM",green_and_urban_ecology,sapling_plantation_complaints,Hindi,No
Our local park in GK-2 is now a 'Holy Cow' sanctuary. More dung than grass. Great job @MCD_Delhi!,sanitation_and_waste,animal_waste_on_roads,English,Yes
Thanks @MCD_Delhi! Lajpat Nagar ke plots ab 'Unauthorized Boundary Olympics' ready. #UrbanFun,illegal_construction_and_encroachment,boundary_disputes,English,Yes
"Uttam Nagar ke school ki walls aur floors puri damage hain, please repair @MCD_Delhi.",education_and_civic_institutions,poor_maintenance_of_municipal_schools,Hinglish,No
MCD ki kripa se humare yahan ke ped ab electrician ban chuke hain. Wires ko khud hi handle kar rahe hain!,green_and_urban_ecology,overgrown_branches_touching_wires,Hinglish,Yes
Karol Bagh me barricade damage aur twisted metal visible hai. Vehicles disturb.,infrastructure_failures,barricade_damage,Hinglish,No
पीतमपुरा मधुबन चौक के पास फुटपाथ पर भारी मात्रा में कबाड़ और कचरा जमा है। पैदल यात्रियों को परेशानी हो रही है।,sanitation_and_waste,black_spots_of_garbage,Hindi,No
"क्या @MCD_Delhi ने करोल बाग में 'पेड़ गिराओ, रास्ता रोको' प्रतियोगिता शुरू की है? कमाल की सुस्ती है!",green_and_urban_ecology,fallen_trees_blocking_roads,Hindi,Yes
"Thanks #DelhiCM, Lajpat Nagar ka staff ab officially 'rude award' ke liye nominated hai!",governance,staff_misconduct,English,Yes
Mandawali park me lawn completely overgrown hai.,green_and_urban_ecology,overgrown_grass,Hinglish,No
Preet Vihar ki main road pe light pole no. 102 to 110 band pade hain. @DelhiCMO kripya dhyan dein.,electrical_infrastructure,streetlight_not_working,Hinglish,No
"Wow! Vasant Kunj ke pavements ab ek mini carnival ban gaye hain, thanks @MCD_Delhi!",illegal_construction_and_encroachment,illegal_street_vendors,English,Yes
"सिविल लाइंस जैसी पॉश जगह पर भी सड़कें टूटी हुई हैं, तो बाकी दिल्ली का क्या हाल होगा?",infrastructure_failures,road_surface_issues,Hindi,No
Rohini ke municipal office me administrative lapses ke wajah se complaint process slow hai. Citizens upset.,governance,administrative_lapses,Hinglish,No
शालीमार बाग में मांस माफिया का राज! क्या निगम को किसी बड़ी महामारी का इंतज़ार है? @MCD_Delhi,animal_related_issues,unauthorized_meat_markets,Hindi,No
Lajpat Nagar me ward meetings baar-baar delay ke wajah se residents complain kar rahe hain.,governance,ward_meeting_delays,Hinglish,No
कड़कड़डूमा में मेडिकल कचरा खुले मैदान में पड़ा है।,public_health_risks,stray_biomedical_waste,Hindi,No
Continuous land misuse in Vikaspuri. A grocery store is operating from a property meant for single-family housing.,illegal_construction_and_encroachment,land_misuse_residential_to_commercial,English,No
Our local park in GK-2 has more plastic bottles than trees. I think @MCD_Delhi is running a secret bottling plant there.,sanitation_and_waste,plastic_waste_accumulation,English,Yes
Congratulations @MCD_Delhi for the 'Best Smelling Street' award in Model Town. That dead cat is the reason!,animal_related_issues,dead_animal_removal,English,Yes
